FactKey,ProductKey,DateKey,CityKey,Price,StockQuantity,Discount,Sales,Rating,NumReviews
74,38,20230701,25,161.59,249,0.36,1176,4.3,987
75,32,20230701,13,269.85,777,0.40,651,1.2,369
76,32,20230701,13,269.85,777,0.40,651,1.2,369
77,56,20230701,5,43.67,121,0.17,95,2.5,2890
78,56,20230701,5,43.67,121,0.17,95,2.5,2890
79,47,20230702,62,301.61,408,0.48,1211,1.0,4266
80,47,20230702,62,301.61,408,0.48,1211,1.0,4266
81,3,20230702,25,83.85,348,0.43,763,3.0,2511
82,3,20230702,25,83.85,348,0.43,763,3.0,2511
83,61,20230702,14,99.07,911,0.02,428,1.6,4827
84,61,20230702,14,99.07,911,0.02,428,1.6,4827
85,71,20230704,10,201.05,586,0.41,565,2.9,4703
86,71,20230704,10,201.05,586,0.41,565,2.9,4703
87,27,20230705,74,205.42,739,0.30,943,3.3,3371
88,27,20230705,74,205.42,739,0.30,943,3.3,3371
89,76,20230705,68,212.08,111,0.07,1200,1.8,4391
90,76,20230705,68,212.08,111,0.07,1200,1.8,4391
91,81,20230705,34,172.89,541,0.18,905,2.3,3964
92,81,20230705,34,172.89,541,0.18,905,2.3,3964
93,48,20230705,1,103.65,510,0.32,1192,2.2,4082
94,48,20230705,1,103.65,510,0.32,1192,2.2,4082
95,88,20230706,60,361.51,925,0.48,1237,2.8,4573
96,88,20230706,60,361.51,925,0.48,1237,2.8,4573
97,47,20230706,23,120.80,211,0.12,1714,2.2,3388
98,47,20230706,23,120.80,211,0.12,1714,2.2,3388
99,82,20230707,58,463.77,93,0.10,1738,1.6,2415
100,82,20230707,58,463.77,93,0.10,1738,1.6,2415
101,42,20230707,38,441.35,761,0.23,998,3.5,3735
102,42,20230707,38,441.35,761,0.23,998,3.5,3735
103,83,20230710,77,303.69,432,0.06,131,1.8,3085
104,83,20230710,77,303.69,432,0.06,131,1.8,3085
105,30,20230710,56,272.30,241,0.31,1716,1.9,2009
106,30,20230710,56,272.30,241,0.31,1716,1.9,2009
107,2,20230710,30,294.54,152,0.00,1919,2.5,98
108,2,20230710,30,294.54,152,0.00,1919,2.5,98
109,84,20230710,28,52.68,153,0.13,1456,2.9,1177
110,84,20230710,28,52.68,153,0.13,1456,2.9,1177
111,44,20230711,83,405.23,328,0.03,940,2.9,2558
112,44,20230711,83,405.23,328,0.03,940,2.9,2558
113,86,20230711,76,436.14,972,0.17,200,2.9,372
114,86,20230711,76,436.14,972,0.17,200,2.9,372
115,65,20230711,43,334.30,990,0.02,395,3.5,3814
116,65,20230711,43,334.30,990,0.02,395,3.5,3814
117,20,20230711,20,421.57,21,0.07,1730,4.1,3155
118,20,20230711,20,421.57,21,0.07,1730,4.1,3155
119,93,20230711,5,48.37,105,0.22,1194,3.3,505
120,93,20230711,5,48.37,105,0.22,1194,3.3,505
121,26,20230712,88,375.97,20,0.10,1014,3.9,1004
122,26,20230712,88,375.97,20,0.10,1014,3.9,1004
123,88,20230712,85,112.46,188,0.49,615,1.5,989
124,88,20230712,85,112.46,188,0.49,615,1.5,989
125,78,20230712,83,105.90,127,0.21,1296,4.3,2681
126,78,20230712,83,105.90,127,0.21,1296,4.3,2681
127,26,20230712,75,413.02,94,0.24,1133,1.5,4259
128,26,20230712,75,413.02,94,0.24,1133,1.5,4259
129,95,20230712,39,102.23,406,0.20,1116,1.7,838
130,95,20230712,39,102.23,406,0.20,1116,1.7,838
131,35,20230712,22,458.39,453,0.40,774,3.1,4563
132,35,20230712,22,458.39,453,0.40,774,3.1,4563
133,53,20230713,72,42.82,750,0.27,291,4.5,2763
134,53,20230713,72,42.82,750,0.27,291,4.5,2763
135,18,20230713,64,382.90,993,0.17,571,3.2,1247
136,18,20230713,64,382.90,993,0.17,571,3.2,1247
137,100,20230714,87,141.74,231,0.07,1218,5.0,1906
138,100,20230714,87,141.74,231,0.07,1218,5.0,1906
139,29,20230714,80,175.75,968,0.19,1850,4.7,2230
140,29,20230714,80,175.75,968,0.19,1850,4.7,2230
141,89,20230714,38,185.74,295,0.05,813,2.1,4568
142,89,20230714,38,185.74,295,0.05,813,2.1,4568
143,26,20230715,50,228.71,811,0.04,452,2.3,661
144,26,20230715,50,228.71,811,0.04,452,2.3,661
145,90,20230716,43,235.56,853,0.48,1602,1.9,2261
146,90,20230716,43,235.56,853,0.48,1602,1.9,2261
147,79,20230716,32,432.83,845,0.43,1454,2.1,2521
148,79,20230716,32,432.83,845,0.43,1454,2.1,2521
149,77,20230717,13,361.56,171,0.10,1146,2.9,966
150,77,20230717,13,361.56,171,0.10,1146,2.9,966
151,34,20230718,45,247.50,21,0.42,1089,1.7,1537
152,34,20230718,45,247.50,21,0.42,1089,1.7,1537
153,95,20230718,12,395.39,580,0.22,811,2.0,1645
154,95,20230718,12,395.39,580,0.22,811,2.0,1645
155,98,20230719,76,336.54,402,0.05,614,2.1,2544
156,98,20230719,76,336.54,402,0.05,614,2.1,2544
157,31,20230719,12,50.26,647,0.38,920,4.9,1246
158,31,20230719,12,50.26,647,0.38,920,4.9,1246
159,49,20230720,86,316.19,594,0.31,499,3.3,3062
160,49,20230720,86,316.19,594,0.31,499,3.3,3062
161,97,20230720,80,442.17,274,0.20,718,4.8,4376
162,97,20230720,80,442.17,274,0.20,718,4.8,4376
163,83,20230720,29,272.32,839,0.16,1290,3.5,4500
164,83,20230720,29,272.32,839,0.16,1290,3.5,4500
165,78,20230720,6,125.03,531,0.41,1957,4.3,3199
166,78,20230720,6,125.03,531,0.41,1957,4.3,3199
167,7,20230721,49,124.28,832,0.44,1680,3.3,1388
168,7,20230721,49,124.28,832,0.44,1680,3.3,1388
169,77,20230721,47,256.82,451,0.38,1039,4.5,1004
170,77,20230721,47,256.82,451,0.38,1039,4.5,1004
171,66,20230721,8,21.53,906,0.28,3,2.7,2176
172,66,20230721,8,21.53,906,0.28,3,2.7,2176
173,62,20230721,4,207.57,919,0.31,144,4.3,1895
174,62,20230721,4,207.57,919,0.31,144,4.3,1895
175,54,20230722,63,139.67,206,0.39,1814,3.6,974
176,54,20230722,63,139.67,206,0.39,1814,3.6,974
177,13,20230722,46,492.36,609,0.14,74,3.1,3180
178,13,20230722,46,492.36,609,0.14,74,3.1,3180
179,18,20230722,34,490.78,447,0.27,674,3.5,4795
180,18,20230722,34,490.78,447,0.27,674,3.5,4795
181,90,20230722,22,35.83,550,0.46,394,2.8,2758
182,90,20230722,22,35.83,550,0.46,394,2.8,2758
183,86,20230723,65,16.96,573,0.35,1552,2.0,574
184,86,20230723,65,16.96,573,0.35,1552,2.0,574
185,89,20230723,64,254.18,195,0.27,13,3.4,1992
186,89,20230723,64,254.18,195,0.27,13,3.4,1992
187,78,20230723,49,32.57,861,0.30,998,4.7,1505
188,78,20230723,49,32.57,861,0.30,998,4.7,1505
189,22,20230723,21,35.33,197,0.09,1082,3.6,1058
190,22,20230723,21,35.33,197,0.09,1082,3.6,1058
191,42,20230724,33,96.81,532,0.48,358,3.0,382
192,42,20230724,33,96.81,532,0.48,358,3.0,382
193,87,20230724,19,340.28,149,0.04,58,1.1,918
194,87,20230724,19,340.28,149,0.04,58,1.1,918
195,86,20230724,14,228.18,589,0.05,421,3.0,569
196,86,20230724,14,228.18,589,0.05,421,3.0,569
197,20,20230724,12,371.42,428,0.18,1693,2.0,2050
198,20,20230724,12,371.42,428,0.18,1693,2.0,2050
199,90,20230725,77,210.50,473,0.22,1130,2.3,4266
200,90,20230725,77,210.50,473,0.22,1130,2.3,4266
201,95,20230725,61,492.03,766,0.18,1590,2.4,3142
202,95,20230725,61,492.03,766,0.18,1590,2.4,3142
203,96,20230726,74,340.86,872,0.06,1837,1.8,4771
204,96,20230726,74,340.86,872,0.06,1837,1.8,4771
205,50,20230726,71,476.20,107,0.23,1506,2.2,2195
206,50,20230726,71,476.20,107,0.23,1506,2.2,2195
207,67,20230726,59,383.22,338,0.49,287,3.0,2462
208,67,20230726,59,383.22,338,0.49,287,3.0,2462
209,13,20230726,47,378.68,288,0.02,597,3.8,950
210,13,20230726,47,378.68,288,0.02,597,3.8,950
211,73,20230726,41,213.60,901,0.01,1677,4.6,2597
212,73,20230726,41,213.60,901,0.01,1677,4.6,2597
213,60,20230726,21,345.99,89,0.20,972,4.6,3255
214,60,20230726,21,345.99,89,0.20,972,4.6,3255
215,25,20230727,67,205.66,979,0.46,363,1.6,1540
216,25,20230727,67,205.66,979,0.46,363,1.6,1540
217,41,20230727,45,84.64,732,0.29,1830,2.1,3701
218,41,20230727,45,84.64,732,0.29,1830,2.1,3701
219,39,20230727,44,162.50,687,0.11,1227,3.7,929
220,39,20230727,44,162.50,687,0.11,1227,3.7,929
221,63,20230727,28,34.31,71,0.46,1291,3.9,2951
222,63,20230727,28,34.31,71,0.46,1291,3.9,2951
223,66,20230727,22,266.56,224,0.25,991,2.0,3792
224,66,20230727,22,266.56,224,0.25,991,2.0,3792
225,47,20230728,77,332.97,866,0.25,695,1.4,4675
226,47,20230728,77,332.97,866,0.25,695,1.4,4675
227,53,20230728,71,291.95,204,0.35,244,1.1,238
228,53,20230728,71,291.95,204,0.35,244,1.1,238
229,9,20230728,62,297.40,612,0.18,1305,3.3,2472
230,9,20230728,62,297.40,612,0.18,1305,3.3,2472
231,50,20230728,53,220.50,389,0.06,1263,2.2,3407
232,50,20230728,53,220.50,389,0.06,1263,2.2,3407
233,82,20230728,51,467.15,573,0.41,1744,3.3,3598
234,82,20230728,51,467.15,573,0.41,1744,3.3,3598
235,91,20230728,2,133.39,372,0.43,1778,4.3,1397
236,91,20230728,2,133.39,372,0.43,1778,4.3,1397
237,80,20230729,9,476.18,430,0.09,981,1.5,1407
238,80,20230729,9,476.18,430,0.09,981,1.5,1407
239,10,20230730,65,241.85,605,0.05,1604,3.4,3490
240,10,20230730,65,241.85,605,0.05,1604,3.4,3490
241,73,20230730,55,111.22,978,0.20,955,2.3,324
242,73,20230730,55,111.22,978,0.20,955,2.3,324
243,56,20230730,48,42.57,313,0.39,1452,4.1,249
244,56,20230730,48,42.57,313,0.39,1452,4.1,249
245,52,20230730,24,115.06,295,0.18,945,2.1,4897
246,52,20230730,24,115.06,295,0.18,945,2.1,4897
247,57,20230730,23,25.55,339,0.44,1167,2.7,4735
248,57,20230730,23,25.55,339,0.44,1167,2.7,4735
249,21,20230731,19,349.67,886,0.34,1895,4.3,105
250,21,20230731,19,349.67,886,0.34,1895,4.3,105
251,30,20230801,84,69.80,845,0.44,988,3.4,542
252,30,20230801,84,69.80,845,0.44,988,3.4,542
253,72,20230801,64,13.59,332,0.50,8,1.1,3087
254,72,20230801,64,13.59,332,0.50,8,1.1,3087
255,14,20230801,57,456.81,984,0.13,1639,1.6,3281
256,14,20230801,57,456.81,984,0.13,1639,1.6,3281
257,18,20230802,49,26.63,882,0.46,1521,3.8,4232
258,57,20230802,49,248.20,278,0.15,1799,4.7,4204
259,18,20230802,49,26.63,882,0.46,1521,3.8,4232
260,57,20230802,49,248.20,278,0.15,1799,4.7,4204
261,7,20230803,31,423.99,114,0.14,1219,1.1,417
262,7,20230803,31,423.99,114,0.14,1219,1.1,417
263,68,20230803,24,214.42,494,0.38,717,1.6,2415
264,68,20230803,24,214.42,494,0.38,717,1.6,2415
265,32,20230803,22,15.41,741,0.13,649,2.7,2293
266,32,20230803,22,15.41,741,0.13,649,2.7,2293
267,17,20230803,17,61.86,6,0.44,556,3.8,4795
268,17,20230803,17,61.86,6,0.44,556,3.8,4795
269,70,20230804,89,232.55,790,0.16,746,2.6,2476
270,70,20230804,89,232.55,790,0.16,746,2.6,2476
271,48,20230804,84,18.60,54,0.26,755,2.2,32
272,48,20230804,84,18.60,54,0.26,755,2.2,32
273,53,20230804,63,160.38,527,0.10,1082,2.7,53
274,53,20230804,63,160.38,527,0.10,1082,2.7,53
275,62,20230804,46,456.20,470,0.31,925,3.0,4660
276,62,20230804,46,456.20,470,0.31,925,3.0,4660
277,87,20230805,51,455.34,532,0.47,79,4.1,2266
278,87,20230805,51,455.34,532,0.47,79,4.1,2266
279,74,20230805,50,184.72,307,0.26,1781,4.6,72
280,74,20230805,50,184.72,307,0.26,1781,4.6,72
281,19,20230806,79,334.21,492,0.31,893,4.0,4111
282,19,20230806,79,334.21,492,0.31,893,4.0,4111
283,93,20230806,57,479.41,104,0.08,45,1.1,3549
284,93,20230806,57,479.41,104,0.08,45,1.1,3549
285,89,20230806,24,267.79,815,0.37,677,3.8,3350
286,89,20230806,24,267.79,815,0.37,677,3.8,3350
287,37,20230806,3,416.22,267,0.15,1856,5.0,4008
288,37,20230806,3,416.22,267,0.15,1856,5.0,4008
289,55,20230807,88,209.98,793,0.13,24,4.5,2463
290,55,20230807,88,209.98,793,0.13,24,4.5,2463
291,85,20230807,80,425.61,274,0.10,1274,3.7,4957
292,85,20230807,80,425.61,274,0.10,1274,3.7,4957
293,23,20230807,42,61.42,45,0.07,591,2.0,2936
294,23,20230807,42,61.42,45,0.07,591,2.0,2936
295,32,20230807,12,325.25,226,0.07,1765,4.1,1013
296,32,20230807,12,325.25,226,0.07,1765,4.1,1013
297,4,20230807,8,201.62,389,0.10,1795,1.7,3073
298,4,20230807,8,201.62,389,0.10,1795,1.7,3073
299,16,20230807,5,200.75,186,0.15,1250,2.2,1136
300,16,20230807,5,200.75,186,0.15,1250,2.2,1136
301,13,20230808,67,274.49,664,0.18,1006,2.8,992
302,13,20230808,67,274.49,664,0.18,1006,2.8,992
303,75,20230808,48,224.16,714,0.42,998,3.5,3510
304,75,20230808,48,224.16,714,0.42,998,3.5,3510
305,97,20230808,34,383.64,696,0.40,386,3.3,1228
306,97,20230808,34,383.64,696,0.40,386,3.3,1228
307,30,20230809,49,348.89,551,0.41,1382,3.5,1638
308,30,20230809,49,348.89,551,0.41,1382,3.5,1638
309,32,20230809,26,480.19,496,0.27,702,3.0,3042
310,32,20230809,26,480.19,496,0.27,702,3.0,3042
311,46,20230810,70,289.62,972,0.49,622,3.3,4579
312,46,20230810,70,289.62,972,0.49,622,3.3,4579
313,81,20230810,51,82.77,73,0.48,1705,3.4,3168
314,81,20230810,51,82.77,73,0.48,1705,3.4,3168
315,61,20230810,48,115.20,513,0.37,1723,1.3,2799
316,61,20230810,48,115.20,513,0.37,1723,1.3,2799
317,4,20230810,5,394.74,831,0.23,1508,1.8,1267
318,4,20230810,5,394.74,831,0.23,1508,1.8,1267
319,74,20230811,89,267.20,490,0.29,1735,2.8,2313
320,74,20230811,89,267.20,490,0.29,1735,2.8,2313
321,69,20230811,76,367.94,329,0.24,390,1.5,1192
322,69,20230811,76,367.94,329,0.24,390,1.5,1192
323,12,20230811,36,185.50,673,0.24,770,1.5,249
324,12,20230811,36,185.50,673,0.24,770,1.5,249
325,68,20230811,18,113.06,530,0.06,1319,4.1,1131
326,68,20230811,18,113.06,530,0.06,1319,4.1,1131
327,40,20230811,11,58.66,447,0.21,1586,1.8,4458
328,40,20230811,11,58.66,447,0.21,1586,1.8,4458
329,71,20230812,78,418.27,629,0.31,1503,2.2,2163
330,71,20230812,78,418.27,629,0.31,1503,2.2,2163
331,68,20230812,36,482.27,489,0.44,181,1.5,194
332,68,20230812,36,482.27,489,0.44,181,1.5,194
333,78,20230812,29,493.58,505,0.27,493,4.0,4565
334,78,20230812,29,493.58,505,0.27,493,4.0,4565
335,17,20230812,25,124.47,948,0.49,584,1.2,704
336,17,20230812,25,124.47,948,0.49,584,1.2,704
337,36,20230812,18,252.30,130,0.36,1956,4.9,3652
338,36,20230812,18,252.30,130,0.36,1956,4.9,3652
339,3,20230813,17,256.29,480,0.10,1852,3.3,959
340,3,20230813,17,256.29,480,0.10,1852,3.3,959
341,76,20230814,44,241.15,939,0.11,1906,3.2,4908
342,76,20230814,44,241.15,939,0.11,1906,3.2,4908
343,32,20230815,62,136.63,396,0.11,1661,3.2,2196
344,32,20230815,62,136.63,396,0.11,1661,3.2,2196
345,38,20230816,13,26.00,727,0.48,1031,4.5,4577
346,38,20230816,13,26.00,727,0.48,1031,4.5,4577
347,66,20230817,86,32.19,277,0.34,988,3.6,3748
348,66,20230817,86,32.19,277,0.34,988,3.6,3748
349,28,20230817,79,402.17,229,0.30,66,1.9,2823
350,28,20230817,79,402.17,229,0.30,66,1.9,2823
351,95,20230818,72,291.23,846,0.25,1603,2.4,2752
352,95,20230818,72,291.23,846,0.25,1603,2.4,2752
353,70,20230818,23,106.16,751,0.14,1942,1.5,857
354,70,20230818,23,106.16,751,0.14,1942,1.5,857
355,67,20230819,67,12.65,792,0.01,777,1.0,3867
356,67,20230819,67,12.65,792,0.01,777,1.0,3867
357,60,20230821,39,19.38,58,0.35,779,4.1,374
358,60,20230821,39,19.38,58,0.35,779,4.1,374
359,58,20230822,7,284.19,47,0.20,1462,3.7,226
360,58,20230822,7,284.19,47,0.20,1462,3.7,226
361,42,20230823,65,60.35,153,0.36,1749,1.8,1884
362,42,20230823,65,60.35,153,0.36,1749,1.8,1884
363,81,20230823,51,174.80,389,0.28,241,4.7,377
364,81,20230823,51,174.80,389,0.28,241,4.7,377
365,81,20230823,32,336.79,502,0.36,1675,2.7,3597
366,81,20230823,32,336.79,502,0.36,1675,2.7,3597
367,34,20230823,21,432.37,85,0.15,1959,2.8,3750
368,34,20230823,21,432.37,85,0.15,1959,2.8,3750
369,95,20230824,76,499.68,461,0.34,1075,1.8,886
370,95,20230824,76,499.68,461,0.34,1075,1.8,886
371,27,20230824,63,92.33,672,0.11,661,3.9,1249
372,27,20230824,63,92.33,672,0.11,661,3.9,1249
373,19,20230824,32,328.58,187,0.24,130,2.5,2667
374,19,20230824,32,328.58,187,0.24,130,2.5,2667
375,23,20230824,18,236.69,953,0.37,403,4.5,158
376,23,20230824,18,236.69,953,0.37,403,4.5,158
377,23,20230824,16,435.45,915,0.13,1665,1.8,956
378,23,20230824,16,435.45,915,0.13,1665,1.8,956
379,68,20230825,13,119.92,519,0.47,719,1.9,3028
380,68,20230825,13,119.92,519,0.47,719,1.9,3028
381,72,20230825,8,280.66,188,0.29,1788,3.4,4552
382,72,20230825,8,280.66,188,0.29,1788,3.4,4552
383,27,20230826,90,233.86,171,0.33,1232,1.8,2774
384,27,20230826,90,233.86,171,0.33,1232,1.8,2774
385,78,20230826,63,458.75,914,0.16,1505,3.9,1910
386,78,20230826,63,458.75,914,0.16,1505,3.9,1910
387,99,20230826,23,94.47,559,0.08,370,4.5,3979
388,99,20230826,23,94.47,559,0.08,370,4.5,3979
389,32,20230827,91,422.03,788,0.41,758,1.2,2279
390,48,20230827,22,407.33,535,0.33,1858,4.3,3607
391,48,20230827,22,407.33,535,0.33,1858,4.3,3607
392,62,20230827,9,89.77,653,0.22,1534,3.4,1398
393,62,20230827,9,89.77,653,0.22,1534,3.4,1398
394,95,20230828,56,256.41,556,0.48,1055,4.2,926
395,95,20230828,56,256.41,556,0.48,1055,4.2,926
396,51,20230828,25,198.33,418,0.01,825,1.1,1907
397,51,20230828,25,198.33,418,0.01,825,1.1,1907
398,75,20230828,12,18.17,731,0.21,698,1.8,4534
399,75,20230828,12,18.17,731,0.21,698,1.8,4534
400,33,20230828,3,182.66,861,0.49,930,4.4,1674
401,33,20230828,3,182.66,861,0.49,930,4.4,1674
402,82,20230828,2,169.06,852,0.14,38,3.7,69
403,82,20230828,2,169.06,852,0.14,38,3.7,69
404,12,20230829,57,195.15,50,0.14,1795,2.0,2048
405,12,20230829,57,195.15,50,0.14,1795,2.0,2048
406,13,20230829,53,284.22,924,0.04,1666,1.6,3335
407,13,20230829,53,284.22,924,0.04,1666,1.6,3335
408,13,20230829,46,142.66,992,0.01,1499,3.6,3451
409,13,20230829,46,142.66,992,0.01,1499,3.6,3451
410,30,20230829,42,200.44,413,0.46,1195,1.7,4083
411,94,20230829,42,454.42,275,0.23,675,1.7,1667
412,30,20230829,42,200.44,413,0.46,1195,1.7,4083
413,94,20230829,42,454.42,275,0.23,675,1.7,1667
414,52,20230829,39,275.58,72,0.42,617,4.8,3491
415,52,20230829,39,275.58,72,0.42,617,4.8,3491
416,31,20230830,13,324.00,129,0.33,466,1.9,4349
417,31,20230830,13,324.00,129,0.33,466,1.9,4349
418,94,20230831,70,265.65,642,0.10,252,1.9,1052
419,94,20230831,70,265.65,642,0.10,252,1.9,1052
420,40,20230831,67,321.19,933,0.06,675,2.8,1143
421,40,20230831,67,321.19,933,0.06,675,2.8,1143
422,11,20230831,56,373.15,872,0.38,1851,3.3,3850
423,11,20230831,56,373.15,872,0.38,1851,3.3,3850
424,38,20230901,88,44.79,40,0.47,958,1.3,2702
425,38,20230901,88,44.79,40,0.47,958,1.3,2702
426,77,20230901,43,394.69,919,0.05,133,2.1,4613
427,77,20230901,43,394.69,919,0.05,133,2.1,4613
428,94,20230901,6,273.27,811,0.31,38,3.7,2431
429,94,20230901,6,273.27,811,0.31,38,3.7,2431
430,78,20230902,29,172.49,537,0.12,893,3.0,2378
431,78,20230902,29,172.49,537,0.12,893,3.0,2378
432,49,20230902,15,152.83,389,0.40,294,4.1,2556
433,49,20230902,15,152.83,389,0.40,294,4.1,2556
434,32,20230903,56,469.32,769,0.07,462,1.2,3537
435,32,20230903,56,469.32,769,0.07,462,1.2,3537
436,84,20230903,8,393.67,351,0.42,1321,4.0,755
437,84,20230903,8,393.67,351,0.42,1321,4.0,755
438,98,20230904,56,298.33,731,0.03,1712,1.8,2153
439,98,20230904,56,298.33,731,0.03,1712,1.8,2153
440,13,20230904,25,216.80,704,0.04,1315,2.4,1386
441,13,20230904,25,216.80,704,0.04,1315,2.4,1386
442,59,20230905,76,261.32,131,0.49,1095,4.5,4405
443,59,20230905,76,261.32,131,0.49,1095,4.5,4405
444,89,20230905,45,440.87,670,0.13,896,3.1,3362
445,89,20230905,45,440.87,670,0.13,896,3.1,3362
446,43,20230905,20,323.83,402,0.18,1336,4.9,1556
447,43,20230905,20,323.83,402,0.18,1336,4.9,1556
448,65,20230905,13,290.28,310,0.08,1683,4.2,2074
449,65,20230905,13,290.28,310,0.08,1683,4.2,2074
450,65,20230906,52,483.00,155,0.08,870,1.2,2660
451,65,20230906,52,483.00,155,0.08,870,1.2,2660
452,89,20230907,80,54.37,797,0.39,1634,3.7,528
453,89,20230907,80,54.37,797,0.39,1634,3.7,528
454,38,20230907,52,205.69,48,0.11,920,4.6,4669
455,38,20230907,52,205.69,48,0.11,920,4.6,4669
456,74,20230907,44,492.18,367,0.34,419,4.2,1517
457,74,20230907,44,492.18,367,0.34,419,4.2,1517
458,48,20230907,36,448.11,644,0.21,131,4.8,4647
459,48,20230907,36,448.11,644,0.21,131,4.8,4647
460,7,20230907,11,205.42,740,0.09,1853,2.7,1369
461,7,20230907,11,205.42,740,0.09,1853,2.7,1369
462,99,20230907,8,217.12,978,0.13,527,3.9,4324
463,99,20230907,8,217.12,978,0.13,527,3.9,4324
464,57,20230908,64,81.99,855,0.08,1494,2.4,2430
465,57,20230908,64,81.99,855,0.08,1494,2.4,2430
466,73,20230908,28,480.30,838,0.02,1448,1.2,2062
467,73,20230908,28,480.30,838,0.02,1448,1.2,2062
468,58,20230908,12,492.27,180,0.21,776,2.6,2153
469,58,20230908,12,492.27,180,0.21,776,2.6,2153
470,87,20230909,87,168.92,383,0.35,236,4.8,4114
471,87,20230909,87,168.92,383,0.35,236,4.8,4114
472,92,20230909,83,114.64,904,0.11,722,2.6,1993
473,92,20230909,83,114.64,904,0.11,722,2.6,1993
474,26,20230909,66,279.61,140,0.30,1141,1.2,2938
475,26,20230909,66,279.61,140,0.30,1141,1.2,2938
